Host,Port,Segment,RTT,TP,PK,Link_tc,Link_pcap,Algorithm,Arrival,Delivery,Stall,Bitrate,P1203
1,34704,1,0.294,3887603.30578512,2,s1_eth1,s1_eth100,conventional,304,8,0,56,1.871
1,34736,2,0.181,13616.3520467941,36,s1_eth1,s1_eth100,conventional,9046,329,0,83,1.871
1,34848,3,14.67,20328.6118343739,45,s1_eth1,s1_eth100,conventional,17952,468,4906,124,1.491
1,34922,4,19.106,24243.9407140936,42,s1_eth1,s1_eth100,conventional,24492,432,4539,158,1.393
1,34990,5,6.555,25382.2711029243,28,s1_eth1,s1_eth100,conventional,29207,270,2715,144,1.377
1,35044,6,11.021,26741.3389816238,23,s1_eth1,s1_eth100,conventional,33892,249,2684,157,1.348
1,35076,7,0.323,28214.6019403541,20,s1_eth1,s1_eth100,conventional,37571,212,1678,171,1.339
1,35112,8,11.042,30859.4303457717,17,s1_eth1,s1_eth100,conventional,41262,184,1691,164,1.335
1,35144,9,34.511,41636.0335089597,27,s1_eth1,s1_eth100,conventional,44489,225,1227,231,1.332
1,35172,10,18.051,81406.5746486362,17,s1_eth1,s1_eth100,conventional,46669,185,179,426,1.333
1,35198,11,18.383,61533.6630575235,20,s1_eth1,s1_eth100,conventional,48954,220,285,364,1.331
1,35216,12,16.324,103599.591468339,19,s1_eth1,s1_eth100,conventional,50861,208,0,542,1.341
1,35246,13,24.281,60230.5429768505,17,s1_eth1,s1_eth100,conventional,53467,181,512,294,1.333
1,35274,14,16.646,190219.405751181,14,s1_eth1,s1_eth100,conventional,56195,126,727,177,1.325
1,35300,15,16.855,146383.710337572,13,s1_eth1,s1_eth100,conventional,58352,136,157,590,1.318
1,35328,16,23.645,50436.7268662007,21,s1_eth1,s1_eth100,conventional,61304,221,952,253,1.307
1,35354,17,19.35,111552.01267648,26,s1_eth1,s1_eth100,conventional,64752,264,1447,266,1.297
1,35372,18,0.096,79643.7517870021,29,s1_eth1,s1_eth100,conventional,67463,276,710,424,1.29
1,35404,19,13.246,56251.2960471795,27,s1_eth1,s1_eth100,conventional,70702,295,1239,336,1.282
1,35432,20,1.075,66043.2490044797,26,s1_eth1,s1_eth100,conventional,73746,276,1044,417,1.276
1,35464,21,15.748,56017.6492171929,27,s1_eth1,s1_eth100,conventional,76742,290,995,331,1.27
1,35498,22,33.042,49653.460140522,45,s1_eth1,s1_eth100,conventional,81260,459,2518,308,1.262
1,35530,23,14.13,87379.3574341656,36,s1_eth1,s1_eth100,conventional,85374,391,2114,310,1.256
1,35570,24,24.989,111517.772006619,32,s1_eth1,s1_eth100,conventional,88182,357,807,596,1.253
1,35588,25,13.894,71982.9302858077,46,s1_eth1,s1_eth100,conventional,92318,483,2136,441,1.248
1,35628,26,16.267,60536.5871579309,45,s1_eth1,s1_eth100,conventional,96768,463,2449,385,1.244
1,35664,27,19.197,64604.3382622446,44,s1_eth1,s1_eth100,conventional,101085,478,2317,422,1.24
1,35706,28,25.307,59400.949526138,42,s1_eth1,s1_eth100,conventional,105439,473,2353,416,1.237
1,35740,29,0.208,117950.418137542,36,s1_eth1,s1_eth100,conventional,108550,398,1111,691,1.235
1,35772,30,19.439,195811.603650587,34,s1_eth1,s1_eth100,conventional,110733,373,183,1091,1.233
1,35804,31,32.245,121279.561770359,36,s1_eth1,s1_eth100,conventional,114098,394,1364,606,1.238
1,35834,32,28.357,104279.498690392,45,s1_eth1,s1_eth100,conventional,117979,499,1881,602,1.235
1,35860,33,0.235,199983.101520863,55,s1_eth1,s1_eth100,conventional,121335,614,1356,1156,1.234
1,35892,34,16.046,191853.641492135,24,s1_eth1,s1_eth100,conventional,123854,256,518,1026,1.232
1,35924,35,21.391,180160.75279357,60,s1_eth1,s1_eth100,conventional,127041,679,1186,1084,1.231
1,35954,36,33.016,93566.5432142137,36,s1_eth1,s1_eth100,conventional,130638,403,1597,573,1.243
1,35980,37,1.004,134494.978242109,43,s1_eth1,s1_eth100,conventional,134392,467,1753,765,1.242
1,36012,38,0.366,139449.289782823,40,s1_eth1,s1_eth100,conventional,137878,438,1486,779,1.241
1,36044,39,0.93,249686.155042511,44,s1_eth1,s1_eth100,conventional,140878,482,999,1191,1.247
1,36076,40,22.278,233946.730419557,40,s1_eth1,s1_eth100,conventional,143636,443,758,1305,1.246
1,36102,41,0.228,275623.366532457,49,s1_eth1,s1_eth100,conventional,146963,502,1326,1302,1.251
1,36132,42,27.81,184230.528446678,43,s1_eth1,s1_eth100,conventional,149932,482,968,1063,1.251
1,36164,43,13.926,81398.2681168798,49,s1_eth1,s1_eth100,conventional,154386,545,2453,536,1.254
1,36206,44,24.115,94906.9775267875,55,s1_eth1,s1_eth100,conventional,158814,608,2428,620,1.25
1,36244,45,21.338,76389.1590481748,34,s1_eth1,s1_eth100,conventional,162785,376,1970,465,1.25
1,36268,46,25.816,72418.4918076373,35,s1_eth1,s1_eth100,conventional,166379,391,1594,496,1.249
1,36300,47,29.262,63660.3134450782,30,s1_eth1,s1_eth100,conventional,170718,324,2338,415,1.249
1,36324,48,17.887,179014.475497194,29,s1_eth1,s1_eth100,conventional,173260,316,542,992,1.248
1,36348,49,15.478,232037.609596866,36,s1_eth1,s1_eth100,conventional,176309,375,1048,1121,1.251
1,36376,50,22.092,179744.874769753,43,s1_eth1,s1_eth100,conventional,179242,479,933,1065,1.247
1,36396,51,7.011,227187.853587573,30,s1_eth1,s1_eth100,conventional,182018,325,775,1173,1.25
1,36424,52,29.501,139593.485898589,26,s1_eth1,s1_eth100,conventional,185150,284,1131,850,1.25
1,36440,53,27.472,130559.288236431,96,s1_eth1,s1_eth100,conventional,189235,1087,2085,928,1.247
1,36468,54,31.062,111133.885009869,107,s1_eth1,s1_eth100,conventional,194533,1224,3298,823,1.246
1,36498,55,0.951,107518.042427241,138,s1_eth1,s1_eth100,conventional,201157,1539,4624,772,1.246
1,36524,56,14.238,263438.712890827,157,s1_eth1,s1_eth100,conventional,204225,1770,1067,1813,1.246
1,36544,57,11.824,204120.425840912,135,s1_eth1,s1_eth100,conventional,207968,1508,1742,1415,1.246
1,36560,58,0.687,135276.825895202,124,s1_eth1,s1_eth100,conventional,212765,1384,2796,971,1.246
1,36578,59,0.397,170961.779763393,102,s1_eth1,s1_eth100,conventional,215833,1169,1068,1222,1.246
1,36592,60,0.354,191113.283536657,47,s1_eth1,s1_eth100,conventional,218327,521,493,1114,1.245
2,36690,1,0.173,3038759.68992248,2,s1_eth1,s1_eth100,conventional,261,8,0,65,1.871
2,36726,2,0.27,13488.1233504057,38,s1_eth1,s1_eth100,conventional,9091,329,0,84,1.871
2,36824,3,19.854,20244.2496050383,54,s1_eth1,s1_eth100,conventional,17584,468,4493,132,1.508
2,36892,4,0.202,33029.1763801657,42,s1_eth1,s1_eth100,conventional,22520,432,2936,212,1.437
2,36954,5,10.869,62491.0322397878,25,s1_eth1,s1_eth100,conventional,25469,270,948,303,1.442
2,36988,6,6.564,31022.272375254,23,s1_eth1,s1_eth100,conventional,29551,249,2082,169,1.42
2,37032,7,6.651,22147.9401214471,20,s1_eth1,s1_eth100,conventional,33915,212,2363,137,1.386
2,37066,8,1.34,28987.1734631649,17,s1_eth1,s1_eth100,conventional,37387,184,1471,166,1.377
2,37096,9,6.294,30829.5276729961,21,s1_eth1,s1_eth100,conventional,41223,225,1836,184,1.349
2,37130,10,20.702,50065.0947628609,20,s1_eth1,s1_eth100,conventional,43987,185,764,263,1.344
2,37156,11,20.744,86419.7144582498,20,s1_eth1,s1_eth100,conventional,45683,220,0,425,1.357
2,37192,12,20.55,55775.8437879962,19,s1_eth1,s1_eth100,conventional,49360,208,1372,175,1.344
2,37212,13,24.325,134834.707053515,20,s1_eth1,s1_eth100,conventional,51355,181,0,514,1.353
2,37244,14,17.287,70569.448294982,13,s1_eth1,s1_eth100,conventional,53589,126,228,283,1.345
2,37268,15,25.901,89357.8360089079,13,s1_eth1,s1_eth100,conventional,55565,136,0,410,1.351
2,37284,16,0.135,121408.099415844,21,s1_eth1,s1_eth100,conventional,57760,221,171,574,1.341
2,37316,17,24.307,41467.2817362884,24,s1_eth1,s1_eth100,conventional,61339,264,1578,249,1.326
2,37350,18,24.752,69627.0007224657,27,s1_eth1,s1_eth100,conventional,65326,276,1987,226,1.311
2,37376,19,14.475,113463.77035451,33,s1_eth1,s1_eth100,conventional,67871,295,545,567,1.303
2,37400,20,14.379,61453.6835307393,25,s1_eth1,s1_eth100,conventional,70864,276,992,369,1.294
2,37428,21,0.225,61096.7599580176,27,s1_eth1,s1_eth100,conventional,74302,290,1438,350,1.285
2,37460,22,14.379,86915.0161433454,41,s1_eth1,s1_eth100,conventional,77207,459,905,515,1.279
2,37492,23,25.247,65427.7570373137,58,s1_eth1,s1_eth100,conventional,81593,603,2385,408,1.271
2,37532,24,14.567,108728.385637348,50,s1_eth1,s1_eth100,conventional,85769,558,2176,429,1.264
2,37564,25,14.483,167447.282502728,43,s1_eth1,s1_eth100,conventional,89176,483,1406,498,1.259
2,37596,26,26.65,99469.3936961967,48,s1_eth1,s1_eth100,conventional,92556,463,1380,530,1.254
2,37618,27,21.848,69542.7213518552,47,s1_eth1,s1_eth100,conventional,96515,478,1959,444,1.251
2,37648,28,0.4,117019.676132699,45,s1_eth1,s1_eth100,conventional,99843,473,1327,681,1.247
2,37680,29,0.2,201861.704812769,36,s1_eth1,s1_eth100,conventional,102286,398,443,1091,1.244
2,37712,30,20.568,81712.4262218315,50,s1_eth1,s1_eth100,conventional,106190,561,1904,506,1.244
2,37744,31,0.236,74756.223123978,36,s1_eth1,s1_eth100,conventional,110021,394,1830,448,1.243
2,37780,32,27.484,56057.9270970865,31,s1_eth1,s1_eth100,conventional,113889,338,1867,376,1.24
2,37812,33,0.216,72375.58180038,37,s1_eth1,s1_eth100,conventional,117900,412,2011,466,1.237
2,37848,34,28.215,162186.543601519,16,s1_eth1,s1_eth100,conventional,120677,173,776,669,1.235
2,37876,35,0.834,284589.030243064,29,s1_eth1,s1_eth100,conventional,123430,322,753,948,1.233
2,37908,36,21.353,83927.8683180103,27,s1_eth1,s1_eth100,conventional,126566,291,1135,503,1.232
2,37938,37,31.281,84583.6707575934,31,s1_eth1,s1_eth100,conventional,130345,338,1779,499,1.231
2,37964,38,0.271,232485.886947772,30,s1_eth1,s1_eth100,conventional,133351,326,1005,1080,1.23
2,37996,39,1.216,272693.545914457,33,s1_eth1,s1_eth100,conventional,136099,354,748,1154,1.229
2,38028,40,21.216,196311.607857126,40,s1_eth1,s1_eth100,conventional,139270,443,1171,1224,1.227
2,38052,41,24.027,229616.035725752,46,s1_eth1,s1_eth100,conventional,142608,502,1338,1181,1.24
2,38080,42,0.222,164681.934535156,43,s1_eth1,s1_eth100,conventional,145735,482,1126,915,1.239
2,38110,43,0.197,115084.882235647,49,s1_eth1,s1_eth100,conventional,149552,545,1816,720,1.238
2,38150,44,6.47,76769.4079751586,54,s1_eth1,s1_eth100,conventional,154313,608,2761,538,1.244
2,38188,45,20.196,77421.8774386347,34,s1_eth1,s1_eth100,conventional,158322,376,2009,490,1.244
2,38226,46,23.622,70761.928157985,25,s1_eth1,s1_eth100,conventional,162090,277,1767,439,1.243
2,38250,47,26.692,215644.341175735,32,s1_eth1,s1_eth100,conventional,164746,324,655,1077,1.242
2,38276,48,35.621,213146.666881473,29,s1_eth1,s1_eth100,conventional,167125,316,379,1192,1.242
2,38304,49,30.263,120652.247300703,47,s1_eth1,s1_eth100,conventional,171106,528,1980,723,1.241
2,38328,50,20.754,210032.91427613,43,s1_eth1,s1_eth100,conventional,174253,479,1146,1053,1.247
2,38352,51,19.184,179335.499497324,30,s1_eth1,s1_eth100,conventional,177496,325,1242,1013,1.247
2,38376,52,28.206,173733.63931004,26,s1_eth1,s1_eth100,conventional,179995,284,499,911,1.246
2,38396,53,24.779,282468.425438992,95,s1_eth1,s1_eth100,conventional,183750,1087,1754,1820,1.25
2,38428,54,29.351,142278.941526782,152,s1_eth1,s1_eth100,conventional,189099,1705,3349,1045,1.247
2,38454,55,19.989,120469.595507083,135,s1_eth1,s1_eth100,conventional,194741,1539,3642,896,1.247
2,38492,56,0.197,111494.318591418,157,s1_eth1,s1_eth100,conventional,201703,1770,4962,805,1.246
2,38520,57,16.338,139635.878587321,135,s1_eth1,s1_eth100,conventional,206151,1508,2447,1031,1.246
2,38540,58,0.166,389922.806351702,81,s1_eth1,s1_eth100,conventional,209032,919,881,2128,1.246
2,38556,59,0.403,158450.870599553,105,s1_eth1,s1_eth100,conventional,212902,1169,1869,1086,1.246
2,38572,60,0.396,104341.281242859,47,s1_eth1,s1_eth100,conventional,215618,521,716,679,1.246
4,51620,1,0.127,1086374.13394919,2,s1_eth1,s1_eth100,conventional,249,8,0,68,1.871
4,51650,2,0.248,13377.6553654474,39,s1_eth1,s1_eth100,conventional,8986,329,0,84,1.871
4,51764,3,24.321,19971.9362980582,45,s1_eth1,s1_eth100,conventional,17969,468,4983,123,1.488
4,51842,4,27.859,26784.7337014832,42,s1_eth1,s1_eth100,conventional,24262,432,4293,170,1.396
4,51904,5,19.368,24925.6378713923,28,s1_eth1,s1_eth100,conventional,28908,270,2646,149,1.38
4,51950,6,13.522,24528.6170178904,29,s1_eth1,s1_eth100,conventional,33738,249,2829,145,1.349
4,51986,7,6.615,30829.1407162601,20,s1_eth1,s1_eth100,conventional,37162,212,1423,191,1.342
4,52018,8,10.216,72337.9244571606,20,s1_eth1,s1_eth100,conventional,39649,184,487,329,1.347
4,52050,9,11.502,81075.8513931889,21,s1_eth1,s1_eth100,conventional,41985,225,335,318,1.349
4,52078,10,18.457,63762.1679082294,17,s1_eth1,s1_eth100,conventional,45146,185,1160,167,1.341
4,52106,11,27.606,83595.0198363146,25,s1_eth1,s1_eth100,conventional,47679,220,533,383,1.336
4,52128,12,16.489,58046.8935413252,19,s1_eth1,s1_eth100,conventional,50185,208,506,303,1.33
4,52154,13,26.904,58357.4770277179,17,s1_eth1,s1_eth100,conventional,52883,181,697,300,1.322
4,52186,14,24.987,78787.068401973,12,s1_eth1,s1_eth100,conventional,54976,126,93,349,1.316
4,52206,15,16.473,87335.6094125572,13,s1_eth1,s1_eth100,conventional,57106,136,129,358,1.31
4,52232,16,19.876,39897.5349620751,27,s1_eth1,s1_eth100,conventional,60703,221,1596,231,1.299
4,52254,17,0.2,56659.0388298198,26,s1_eth1,s1_eth100,conventional,63347,264,644,314,1.291
4,52286,18,14.358,54686.3778492271,25,s1_eth1,s1_eth100,conventional,66198,276,850,314,1.284
4,52316,19,27.286,54635.1936080033,27,s1_eth1,s1_eth100,conventional,69425,295,1227,327,1.276
4,52342,20,12.865,69226.1365673803,31,s1_eth1,s1_eth100,conventional,72162,276,737,392,1.271
4,52374,21,28.855,54954.6175697429,28,s1_eth1,s1_eth100,conventional,75535,290,1372,322,1.264
4,52396,22,9.847,45057.6351097216,44,s1_eth1,s1_eth100,conventional,80598,459,3063,293,1.257
4,52440,23,18.132,61418.6313657048,38,s1_eth1,s1_eth100,conventional,84074,391,1475,405,1.253
4,52472,24,13.165,66122.975786645,35,s1_eth1,s1_eth100,conventional,87620,357,1546,392,1.248
4,52494,25,0.189,61181.0818545159,28,s1_eth1,s1_eth100,conventional,91021,303,1400,377,1.245
4,52526,26,0.158,96622.5106256932,27,s1_eth1,s1_eth100,conventional,93754,279,732,549,1.242
4,52560,27,12.25,67113.8010788964,43,s1_eth1,s1_eth100,conventional,97625,478,1870,443,1.239
4,52596,28,26.71,71456.8314889163,42,s1_eth1,s1_eth100,conventional,101474,473,1849,463,1.236
4,52632,29,26.303,49103.8405430496,36,s1_eth1,s1_eth100,conventional,105832,398,2357,334,1.233
4,52666,30,0.223,60263.400386979,34,s1_eth1,s1_eth100,conventional,109830,373,1998,393,1.231
4,52704,31,23.24,54384.4782514849,25,s1_eth1,s1_eth100,conventional,113557,271,1727,343,1.231
4,52734,32,0.716,64513.6280231499,32,s1_eth1,s1_eth100,conventional,117407,338,1849,415,1.229
4,52766,33,0.208,235510.237592421,37,s1_eth1,s1_eth100,conventional,120234,412,826,1083,1.228
4,52798,34,0.186,366030.774061862,20,s1_eth1,s1_eth100,conventional,122601,173,367,752,1.226
4,52830,35,33.807,97405.8630578998,45,s1_eth1,s1_eth100,conventional,126348,501,1746,633,1.23
4,52854,36,21.762,109475.6512807,27,s1_eth1,s1_eth100,conventional,129618,291,1270,621,1.227
4,52882,37,9.461,229065.62073449,31,s1_eth1,s1_eth100,conventional,132353,338,734,1077,1.227
4,52914,38,0.209,215164.011012969,34,s1_eth1,s1_eth100,conventional,135257,326,904,1042,1.226
4,52946,39,16.655,168014.855899288,32,s1_eth1,s1_eth100,conventional,138532,354,1274,902,1.225
4,52970,40,0.782,123845.811051693,41,s1_eth1,s1_eth100,conventional,141908,443,1376,744,1.224
4,53002,41,0.204,114729.010023635,45,s1_eth1,s1_eth100,conventional,145472,502,1564,722,1.223
4,53040,42,7.813,125683.497344986,43,s1_eth1,s1_eth100,conventional,149395,482,1922,726,1.236
4,53072,43,15.139,83741.3478649769,35,s1_eth1,s1_eth100,conventional,153344,392,1949,523,1.235
4,53106,44,20.256,240319.848262558,43,s1_eth1,s1_eth100,conventional,156064,450,720,1425,1.235
4,53130,45,0.997,169343.768640895,35,s1_eth1,s1_eth100,conventional,159016,376,951,907,1.242
4,53160,46,25.271,68913.5339138502,35,s1_eth1,s1_eth100,conventional,162764,391,1747,442,1.241
4,53190,47,18.468,86195.3178057694,41,s1_eth1,s1_eth100,conventional,166503,454,1738,569,1.241
4,53222,48,34.628,64251.7946422573,29,s1_eth1,s1_eth100,conventional,170703,316,2200,408,1.246
4,53246,49,18.357,138434.642241183,34,s1_eth1,s1_eth100,conventional,173861,375,1157,818,1.246
4,53274,50,19.369,231920.661900013,30,s1_eth1,s1_eth100,conventional,176842,329,980,1235,1.246
4,53298,51,22.975,135937.354090794,30,s1_eth1,s1_eth100,conventional,179696,325,853,821,1.246
4,53318,52,14.8,159853.16127353,26,s1_eth1,s1_eth100,conventional,182895,284,1199,859,1.245
4,53346,53,24.677,156929.472782889,95,s1_eth1,s1_eth100,conventional,187040,1087,2144,1136,1.245
4,53366,54,17.906,211216.798722556,107,s1_eth1,s1_eth100,conventional,190494,1224,1454,1452,1.249
4,53398,55,24.566,135023.660561221,134,s1_eth1,s1_eth100,conventional,195768,1539,3273,985,1.246
4,53430,56,0.234,118861.902766747,157,s1_eth1,s1_eth100,conventional,202247,1770,4479,867,1.246
4,53454,57,0.272,120418.296815864,132,s1_eth1,s1_eth100,conventional,207572,1508,3324,894,1.246
4,53474,58,0.214,106351.05956175,83,s1_eth1,s1_eth100,conventional,212129,919,2557,754,1.245
4,53490,59,0.137,110737.002261089,72,s1_eth1,s1_eth100,conventional,215388,816,1259,808,1.245
4,53506,60,0.227,119920.590855166,33,s1_eth1,s1_eth100,conventional,218184,359,796,770,1.245
5,48914,1,0.174,5880000,2,s1_eth1,s1_eth100,conventional,326,8,0,52,1.871
5,48954,2,10.439,234763.396368944,30,s1_eth1,s1_eth100,conventional,1737,329,0,1388,1.871
5,48992,3,11.18,299644.828291087,42,s1_eth1,s1_eth100,conventional,3488,468,0,1442,1.871
5,49004,4,10.828,306378.290698848,62,s1_eth1,s1_eth100,conventional,5189,703,0,1924,1.884
5,49024,5,21.574,284989.556160384,74,s1_eth1,s1_eth100,conventional,6775,845,0,1834,2.037
5,49040,6,22.125,330450.490987533,70,s1_eth1,s1_eth100,conventional,8285,798,0,1913,2.091
5,49056,7,15.129,425986.913640816,86,s1_eth1,s1_eth100,conventional,10172,978,0,2446,2.255
5,49084,8,48.515,219071.884823758,74,s1_eth1,s1_eth100,conventional,12315,837,0,1556,2.323
5,49098,9,18.591,237289.339140314,85,s1_eth1,s1_eth100,conventional,14226,961,0,1706,2.374
5,49114,10,17.536,244083.219156058,79,s1_eth1,s1_eth100,conventional,16418,894,0,1660,2.407
5,49134,11,28.725,258097.640044812,82,s1_eth1,s1_eth100,conventional,18182,927,0,1781,2.45
5,49160,12,25.249,284570.504406287,79,s1_eth1,s1_eth100,conventional,20543,895,0,1860,2.467
5,49180,13,14.952,313857.394213396,70,s1_eth1,s1_eth100,conventional,22486,794,0,1919,2.482
5,49196,14,18.122,274190.626807025,56,s1_eth1,s1_eth100,conventional,24669,628,0,1589,2.492
5,49220,15,12.413,303954.577558955,63,s1_eth1,s1_eth100,conventional,26633,708,0,1662,2.507
5,49250,16,24.676,308167.747806553,91,s1_eth1,s1_eth100,conventional,29007,1033,0,2125,2.536
5,49266,17,0.211,519438.19630728,107,s1_eth1,s1_eth100,conventional,31545,1217,0,2640,2.557
5,49294,18,15.324,298784.330659308,181,s1_eth1,s1_eth100,conventional,34561,2083,0,2250,2.608
5,49326,19,10.663,278364.759222541,192,s1_eth1,s1_eth100,conventional,38242,2203,496,2079,2.487
5,49360,20,1.018,367307.050711744,186,s1_eth1,s1_eth100,conventional,41581,2101,1339,2581,2.394
5,49388,21,23.778,270674.344898121,193,s1_eth1,s1_eth100,conventional,45302,2205,1720,2007,2.298
5,49426,22,16.662,300489.568289781,241,s1_eth1,s1_eth100,conventional,49599,2778,2297,2239,2.181
5,49470,23,19.269,488060.796269578,185,s1_eth1,s1_eth100,conventional,52661,2338,1061,3305,2.103
5,49498,24,21.842,273839.004638794,209,s1_eth1,s1_eth100,conventional,56804,2406,2142,1988,2.009
5,49550,25,21.583,246799.194728132,194,s1_eth1,s1_eth100,conventional,61422,2230,2618,1746,1.964
5,49590,26,18.246,256036.06842542,196,s1_eth1,s1_eth100,conventional,65363,2255,1941,1918,1.908
5,49620,27,11.332,377001.668727204,196,s1_eth1,s1_eth100,conventional,68681,2179,1318,2670,1.841
5,49654,28,14.14,359646.742415897,189,s1_eth1,s1_eth100,conventional,71920,2135,1238,2598,1.795
5,49690,29,31.389,242609.441252067,165,s1_eth1,s1_eth100,conventional,76078,1895,2158,1771,1.741
5,49728,30,18.404,232715.372116786,155,s1_eth1,s1_eth100,conventional,80292,1777,2214,1626,1.701
5,49750,31,11.261,316357.652159783,118,s1_eth1,s1_eth100,conventional,82792,1346,499,2123,1.651
5,49780,32,11.591,475841.490314012,141,s1_eth1,s1_eth100,conventional,85363,1625,570,3216,1.625
5,49806,33,34.406,292151.459260063,162,s1_eth1,s1_eth100,conventional,89042,1884,1678,2121,1.598
5,49838,34,26.188,206719.036825587,87,s1_eth1,s1_eth100,conventional,92312,989,1269,1466,1.572
5,49862,35,23.598,346163.569331333,123,s1_eth1,s1_eth100,conventional,96020,1603,1708,2247,1.551
5,49894,36,0.198,1071671.5088464,61,s1_eth1,s1_eth100,conventional,98189,943,169,4397,1.535
5,49926,37,27.764,359226.944272381,110,s1_eth1,s1_eth100,conventional,101365,1435,1176,2424,1.58
5,49950,38,27.538,268492.115327641,109,s1_eth1,s1_eth100,conventional,105088,1275,1722,1889,1.565
5,49978,39,15.396,536240.666108797,96,s1_eth1,s1_eth100,conventional,108024,1337,936,3056,1.552
5,50010,40,33.5,316586.816710906,114,s1_eth1,s1_eth100,conventional,111114,1305,1089,2166,1.541
5,50042,41,25.176,331993.638018325,135,s1_eth1,s1_eth100,conventional,114763,1548,1649,2351,1.551
5,50078,42,36.479,279673.308113149,132,s1_eth1,s1_eth100,conventional,118646,1515,1882,1947,1.632
5,50112,43,5.19,344314.563867728,131,s1_eth1,s1_eth100,conventional,122477,1496,1831,2102,1.625
5,50150,44,21.634,242589.763314668,118,s1_eth1,s1_eth100,conventional,126766,1355,2288,1653,1.519
5,50184,45,18.533,229818.978832093,83,s1_eth1,s1_eth100,conventional,130618,947,1852,1495,1.51
5,50218,46,0.246,883836.912142496,68,s1_eth1,s1_eth100,conventional,133949,996,1330,3448,1.503
5,50250,47,1.566,1104822.09941546,87,s1_eth1,s1_eth100,conventional,136742,1130,793,4654,1.48
5,50282,48,19.274,565988.018624514,103,s1_eth1,s1_eth100,conventional,140063,1525,1320,3565,1.518
5,50314,49,15.751,415249.903674913,152,s1_eth1,s1_eth100,conventional,144187,1852,2123,2704,1.576
5,50348,50,5.34,467097.279352329,155,s1_eth1,s1_eth100,conventional,148102,1769,1915,2587,1.611
5,50384,51,7.181,499095.657937193,105,s1_eth1,s1_eth100,conventional,151381,1108,1278,2748,1.607
5,50414,52,1.108,387358.22572234,61,s1_eth1,s1_eth100,conventional,154489,673,1107,2230,1.61
5,50434,53,0.222,748029.707295762,149,s1_eth1,s1_eth100,conventional,158028,3033,1539,4770,1.615
5,50470,54,10.634,398192.067367569,395,s1_eth1,s1_eth100,conventional,164115,4781,4086,2861,1.608
5,50522,55,28.633,717978.380193681,227,s1_eth1,s1_eth100,conventional,168195,4172,2079,5157,1.625
5,50558,56,27.52,400849.935017279,528,s1_eth1,s1_eth100,conventional,174959,6664,4764,3094,1.622
5,50606,57,26.244,346611.912978366,513,s1_eth1,s1_eth100,conventional,182117,6159,5157,2671,1.619
5,50662,58,24.446,268631.94234724,414,s1_eth1,s1_eth100,conventional,189383,4781,5266,2043,1.617
5,50706,59,23.522,286313.050629242,221,s1_eth1,s1_eth100,conventional,194187,2547,2803,2127,1.615
5,50734,60,34.496,545511.56610239,113,s1_eth1,s1_eth100,conventional,197381,1258,1194,3307,1.61
7,58864,1,0.113,6356756.75675676,2,s1_eth1,s1_eth100,conventional,230,8,0,74,1.871
7,58898,2,5.235,386467.761238687,30,s1_eth1,s1_eth100,conventional,1451,329,0,1986,1.871
7,58930,3,7.047,968718.44993878,43,s1_eth1,s1_eth100,conventional,2753,720,0,5358,1.893
7,58946,4,5.994,1031312.6066632,97,s1_eth1,s1_eth100,conventional,4234,1944,0,7085,2.227
7,58962,5,10.503,1012497.24811037,143,s1_eth1,s1_eth100,conventional,5864,2758,0,6896,2.732
7,58978,6,23.007,848929.582682791,162,s1_eth1,s1_eth100,conventional,7524,3207,0,5831,2.907
7,58994,7,8.371,1110804.47615394,99,s1_eth1,s1_eth100,conventional,9276,2755,0,7559,3.054
7,59018,8,0.115,490099.648630536,259,s1_eth1,s1_eth100,conventional,12587,3129,0,3446,3.189
7,59054,9,22.666,682127.481366086,194,s1_eth1,s1_eth100,conventional,14863,3673,0,4840,3.345
7,59070,10,24.046,762751.070184904,186,s1_eth1,s1_eth100,conventional,17078,3522,0,5369,3.429
7,59086,11,19.895,858837.343337092,197,s1_eth1,s1_eth100,conventional,18824,3676,0,6082,3.497
7,59118,12,22.719,875817.35554603,191,s1_eth1,s1_eth100,conventional,21300,3856,0,6002,3.558
7,59134,13,13.807,1026918.43194267,177,s1_eth1,s1_eth100,conventional,23315,3587,0,6826,3.615
7,59154,14,21.399,946442.82376149,142,s1_eth1,s1_eth100,conventional,25258,2754,0,6218,3.664
7,59182,15,18.246,890638.465249552,140,s1_eth1,s1_eth100,conventional,27203,2797,0,5721,3.719
7,59202,16,15.863,787659.756326396,195,s1_eth1,s1_eth100,conventional,29659,3810,0,5704,3.757
7,59232,17,12.742,403917.79947435,413,s1_eth1,s1_eth100,conventional,34556,4969,1097,3079,3.502
7,59278,18,20.163,427932.70498657,466,s1_eth1,s1_eth100,conventional,39555,5477,2999,3262,3.167
7,59318,19,23.84,431453.634341031,455,s1_eth1,s1_eth100,conventional,44430,5916,2874,3316,2.956
7,59358,20,11.61,516621.699714798,391,s1_eth1,s1_eth100,conventional,48213,5742,1783,3866,2.815
7,59402,21,11.282,710672.454280225,312,s1_eth1,s1_eth100,conventional,51344,4992,1130,5206,2.712
7,59438,22,18.185,509719.109971729,376,s1_eth1,s1_eth100,conventional,56236,6536,2891,3867,2.589
7,59486,23,0.042,456491.267032626,364,s1_eth1,s1_eth100,conventional,61402,5648,3166,3368,2.445
7,59534,24,15.137,380097.845332673,438,s1_eth1,s1_eth100,conventional,66546,5478,3143,2930,2.349
