Host,Port,Segment,RTT,TP,PK,Link_tc,Link_pcap,Algorithm,Arrival,Delivery,Stall,Bitrate,P1203
5,39650,43,18.577,119491.349599104,49,s3_eth1,s3_eth100,conventional,129944,545,2388,713,1.255
5,39688,44,7.555,121783.076843111,55,s3_eth1,s3_eth100,conventional,134249,608,2304,755,1.254
5,39730,45,21.977,118333.002719404,34,s3_eth1,s3_eth100,conventional,138104,376,1855,612,1.253
5,39750,46,18.933,204086.517447935,40,s3_eth1,s3_eth100,conventional,141521,391,1417,851,1.252
5,39782,47,9.137,308870.135658581,57,s3_eth1,s3_eth100,conventional,144179,454,657,1344,1.251
5,39814,48,29.846,206310.017211453,41,s3_eth1,s3_eth100,conventional,147189,452,1009,1248,1.251
5,39840,49,22.079,177004.583128092,48,s3_eth1,s3_eth100,conventional,150933,528,1744,1075,1.25
5,39866,50,0.363,316030.209272554,43,s3_eth1,s3_eth100,conventional,154097,479,1163,1375,1.249
5,39898,51,4.795,276688.752474506,63,s3_eth1,s3_eth100,conventional,157212,467,1115,1238,1.249
5,39930,52,0.343,298495.906265451,35,s3_eth1,s3_eth100,conventional,160672,383,1459,1283,1.249
5,39962,53,27.708,217121.028766716,133,s3_eth1,s3_eth100,conventional,165319,1513,2647,1544,1.248
5,40002,54,0.944,168605.846074555,149,s3_eth1,s3_eth100,conventional,170850,1705,3530,1228,1.248
5,40038,55,21.542,236292.859756045,182,s3_eth1,s3_eth100,conventional,175231,2089,2381,1740,1.254
5,40074,56,35.087,156452.068530627,217,s3_eth1,s3_eth100,conventional,181672,2498,4441,1190,1.258
5,40102,57,15.469,176386.919365913,185,s3_eth1,s3_eth100,conventional,186937,2113,3265,1329,1.258
5,40126,58,36.482,213598.197450253,121,s3_eth1,s3_eth100,conventional,190080,1384,1142,1533,1.259
5,40146,59,18.048,178656.164415211,115,s3_eth1,s3_eth100,conventional,194911,1169,2831,1133,1.267
5,40174,60,35.479,140235.239540345,47,s3_eth1,s3_eth100,conventional,197863,521,951,948,1.267
6,48948,1,0.282,3131824.23435419,2,s3_eth1,s3_eth100,conventional,313,8,0,54,1.871
6,48976,2,54.293,25073.43401936,34,s3_eth1,s3_eth100,conventional,5303,329,0,164,1.871
6,49042,3,8.341,30963.369573298,48,s3_eth1,s3_eth100,conventional,10776,468,1472,205,1.683
6,49130,4,0.352,37911.1878161259,42,s3_eth1,s3_eth100,conventional,15699,432,2922,237,1.531
6,49190,5,30.179,45401.6025745974,25,s3_eth1,s3_eth100,conventional,18948,270,1248,253,1.506
6,49230,6,33.64,48508.3131635297,23,s3_eth1,s3_eth100,conventional,21961,249,1013,282,1.479
6,49262,7,5.196,86520.6155957172,21,s3_eth1,s3_eth100,conventional,24105,212,143,426,1.474
6,49294,8,20.864,80989.6406163257,18,s3_eth1,s3_eth100,conventional,26257,184,151,440,1.464
6,49326,9,13.694,56234.286163075,21,s3_eth1,s3_eth100,conventional,29301,225,1044,309,1.441
6,49346,10,1.134,52039.2944498578,20,s3_eth1,s3_eth100,conventional,31446,185,144,280,1.429
6,49384,11,35.465,44250.1269667836,20,s3_eth1,s3_eth100,conventional,34554,220,1108,276,1.409
6,49414,12,40.991,50122.7668311219,20,s3_eth1,s3_eth100,conventional,36650,208,95,317,1.397
6,49434,13,35.92,55494.4934430664,17,s3_eth1,s3_eth100,conventional,38840,181,190,330,1.385
6,49454,14,13.281,127432.054660654,12,s3_eth1,s3_eth100,conventional,40771,126,0,523,1.389
6,49482,15,27.092,88158.4776583798,14,s3_eth1,s3_eth100,conventional,42817,136,0,440,1.393
6,49498,16,17.954,93634.46920163,21,s3_eth1,s3_eth100,conventional,45137,221,296,517,1.379
6,49530,17,43.269,67098.2299400832,40,s3_eth1,s3_eth100,conventional,48668,416,1530,449,1.359
6,49556,18,40.648,85109.5729528474,41,s3_eth1,s3_eth100,conventional,51614,437,946,528,1.346
6,49588,19,41.39,82213.4621320281,43,s3_eth1,s3_eth100,conventional,55219,465,1605,521,1.323
6,49598,20,19.928,123892.051384892,39,s3_eth1,s3_eth100,conventional,57416,421,197,808,1.315
6,49630,21,29.418,180540.996185145,42,s3_eth1,s3_eth100,conventional,60738,466,1321,508,1.29
6,49650,22,30.011,106433.45364578,62,s3_eth1,s3_eth100,conventional,63540,705,802,749,1.283
6,49676,23,18.278,114360.791797295,54,s3_eth1,s3_eth100,conventional,66922,603,1382,747,1.275
6,49710,24,41.559,106789.2778856,72,s3_eth1,s3_eth100,conventional,70526,822,1603,719,1.273
6,49738,25,38.055,122229.553984943,63,s3_eth1,s3_eth100,conventional,73778,711,1252,801,1.268
6,49770,26,38.53,122902.735746666,61,s3_eth1,s3_eth100,conventional,77236,688,1457,815,1.263
6,49786,27,25.225,142039.238312368,64,s3_eth1,s3_eth100,conventional,80033,718,797,949,1.276
6,49810,28,0.24,164701.792626555,62,s3_eth1,s3_eth100,conventional,83053,700,1019,1045,1.279
6,49842,29,23.049,173150.170215538,71,s3_eth1,s3_eth100,conventional,85890,807,837,1183,1.282
6,49870,30,21.452,161125.806179207,67,s3_eth1,s3_eth100,conventional,89290,754,1399,1080,1.283
6,49898,31,19.771,189843.728914199,51,s3_eth1,s3_eth100,conventional,91800,538,510,1122,1.276
6,49932,32,29.755,108287.419273662,61,s3_eth1,s3_eth100,conventional,95686,672,1885,734,1.273
6,49962,33,28.289,112934.301530237,72,s3_eth1,s3_eth100,conventional,99393,815,1707,825,1.27
6,50002,34,54.522,95277.4331349237,33,s3_eth1,s3_eth100,conventional,102443,363,1050,541,1.268
6,50010,35,1.104,109326.460520875,61,s3_eth1,s3_eth100,conventional,106432,679,1988,760,1.265
6,50060,36,31.244,110296.898277766,36,s3_eth1,s3_eth100,conventional,110198,403,1766,623,1.263
6,50078,37,0.402,100610.7899063,42,s3_eth1,s3_eth100,conventional,113916,467,1717,682,1.261
6,50118,38,9.145,130320.475335365,30,s3_eth1,s3_eth100,conventional,117301,326,1384,696,1.259
6,50146,39,6.85,245481.694930224,32,s3_eth1,s3_eth100,conventional,120311,354,1010,1072,1.258
6,50178,40,23.022,275756.826242543,53,s3_eth1,s3_eth100,conventional,123297,443,985,910,1.256
6,50210,41,0.955,249020.201360738,46,s3_eth1,s3_eth100,conventional,126291,502,994,1320,1.255
6,50242,42,12.989,129446.793663637,43,s3_eth1,s3_eth100,conventional,129861,482,1569,815,1.254
6,50278,43,13.124,113925.888954455,49,s3_eth1,s3_eth100,conventional,134114,545,2252,705,1.253
6,50312,44,18.866,131829.340498392,54,s3_eth1,s3_eth100,conventional,138328,608,2213,731,1.252
6,50350,45,18.733,133332.390241832,34,s3_eth1,s3_eth100,conventional,141905,376,1577,827,1.248
6,50378,46,0.416,272723.214051232,40,s3_eth1,s3_eth100,conventional,144926,391,1020,1049,1.248
6,50406,47,14.57,236115.172669823,41,s3_eth1,s3_eth100,conventional,147691,454,764,1371,1.247
6,50438,48,21.478,144342.4554829,41,s3_eth1,s3_eth100,conventional,151381,452,1690,915,1.246
6,50462,49,7.746,292872.962437987,47,s3_eth1,s3_eth100,conventional,154786,528,1405,1362,1.251
6,50490,50,0.36,286405.001671304,46,s3_eth1,s3_eth100,conventional,157711,479,924,1411,1.251
6,50526,51,10.032,325030.212949201,42,s3_eth1,s3_eth100,conventional,161225,467,1513,1290,1.25
6,50556,52,0.679,134099.713201263,35,s3_eth1,s3_eth100,conventional,164879,383,1654,777,1.25
6,50586,53,22.283,157980.4011939,95,s3_eth1,s3_eth100,conventional,169637,1087,2758,1083,1.249
6,50622,54,31.171,201601.408687663,149,s3_eth1,s3_eth100,conventional,173748,1705,2110,1492,1.249
6,50652,55,17.091,195893.935044163,186,s3_eth1,s3_eth100,conventional,179063,2089,3314,1399,1.249
6,50674,56,36.505,234591.094832293,217,s3_eth1,s3_eth100,conventional,182951,2498,1888,1736,1.258
6,50704,57,42.392,150630.196366629,184,s3_eth1,s3_eth100,conventional,188221,2113,3269,1140,1.262
6,50718,58,31.086,265763.847159196,121,s3_eth1,s3_eth100,conventional,191178,1384,957,1888,1.262
6,50750,59,42.201,149950.915392072,102,s3_eth1,s3_eth100,conventional,195845,1169,2666,1095,1.264
6,50766,60,35.046,186532.627140433,47,s3_eth1,s3_eth100,conventional,198146,521,301,1152,1.264
7,48310,1,0.185,6000000,2,s3_eth1,s3_eth100,conventional,297,8,0,57,1.871
7,48338,2,42.707,136953.417250097,30,s3_eth1,s3_eth100,conventional,2112,329,0,794,1.871
7,48348,3,12.02,145890.353016113,42,s3_eth1,s3_eth100,conventional,3806,468,0,996,1.871
7,48370,4,4.806,249290.181262626,39,s3_eth1,s3_eth100,conventional,5246,432,0,1647,1.871
7,48400,5,9.822,906533.491102295,42,s3_eth1,s3_eth100,conventional,6526,624,0,4120,2.004
7,48426,6,27.198,664813.043416187,64,s3_eth1,s3_eth100,conventional,7766,1116,0,3484,2.23
7,48450,7,38.308,331780.949993564,73,s3_eth1,s3_eth100,conventional,10013,978,0,2075,2.318
7,48474,8,21.807,771913.814727738,73,s3_eth1,s3_eth100,conventional,11740,1372,0,4230,2.476
7,48506,9,24.175,272558.075977043,139,s3_eth1,s3_eth100,conventional,14766,1594,0,1986,2.571
7,48530,10,27.526,696336.30983851,77,s3_eth1,s3_eth100,conventional,16097,1526,0,4375,2.646
7,48562,11,39.204,322664.729347337,177,s3_eth1,s3_eth100,conventional,19087,2029,0,2257,2.796
7,48594,12,17.863,228769.401749802,179,s3_eth1,s3_eth100,conventional,22830,2055,0,1716,3.015
7,48642,13,19.125,384530.892033056,119,s3_eth1,s3_eth100,conventional,25818,1354,0,2113,3.006
7,48674,14,0.371,1135102.46753802,108,s3_eth1,s3_eth100,conventional,27758,1109,0,5478,2.974
7,48702,15,32.323,377300.992579527,132,s3_eth1,s3_eth100,conventional,30252,1611,134,2555,2.951
7,48734,16,23.334,614183.977436232,186,s3_eth1,s3_eth100,conventional,32856,2232,603,3986,2.836
7,48766,17,34.24,241881.612355094,299,s3_eth1,s3_eth100,conventional,37984,3446,3128,1833,2.668
7,48806,18,4.393,843538.623984611,138,s3_eth1,s3_eth100,conventional,40404,2856,420,5498,2.59
7,48838,19,25.931,321283.640635091,317,s3_eth1,s3_eth100,conventional,45127,3887,2723,2453,2.462
7,48882,20,26.916,215579.918871578,326,s3_eth1,s3_eth100,conventional,51077,3763,3949,1667,2.331
7,48930,21,20.465,208838.922757158,261,s3_eth1,s3_eth100,conventional,56634,3001,3557,1606,2.221
7,48984,22,42.658,201646.847748988,335,s3_eth1,s3_eth100,conventional,63361,3865,4726,1548,2.134
7,49030,23,5.67,386917.085058301,205,s3_eth1,s3_eth100,conventional,66884,2338,1522,2695,2.074
7,49068,24,42.573,233347.15257564,296,s3_eth1,s3_eth100,conventional,72018,3414,3133,1777,2.032
7,49102,25,4.037,1155501.91685501,119,s3_eth1,s3_eth100,conventional,74318,2230,300,6590,2.003
7,49134,26,31.001,212042.825100687,335,s3_eth1,s3_eth100,conventional,80665,3862,4347,1640,1.97
7,49182,27,20.128,237794.347645542,255,s3_eth1,s3_eth100,conventional,85692,2940,3027,1819,1.937
7,49226,28,16.247,265218.130537159,231,s3_eth1,s3_eth100,conventional,90558,2850,2865,1957,1.908
7,49270,29,10.688,866541.111346672,133,s3_eth1,s3_eth100,conventional,93380,2611,822,5702,1.89
7,49302,30,39.037,596013.308309697,192,s3_eth1,s3_eth100,conventional,96270,3040,889,3987,1.87
7,49332,31,44.948,341253.771789047,146,s3_eth1,s3_eth100,conventional,99813,2320,1543,2467,1.851
7,49366,32,64.537,305405.629863531,193,s3_eth1,s3_eth100,conventional,103743,2735,1930,2207,1.832
7,49398,33,51.534,543484.6884184,159,s3_eth1,s3_eth100,conventional,107231,2565,1487,3575,1.816
7,49430,34,53.644,266268.451875015,119,s3_eth1,s3_eth100,conventional,110879,1364,1648,1745,1.8
7,49460,35,40.528,464136.331711741,131,s3_eth1,s3_eth100,conventional,114511,2013,1631,3014,1.787
7,49482,36,26.205,252632.075797714,107,s3_eth1,s3_eth100,conventional,117968,1197,1456,1515,1.774
7,49522,37,11.817,370945.563456791,116,s3_eth1,s3_eth100,conventional,121787,1435,1819,2022,1.762
7,49558,38,16.416,321070.37212612,102,s3_eth1,s3_eth100,conventional,125641,1275,1853,1897,1.751
7,49596,39,24.726,322260.98189637,93,s3_eth1,s3_eth100,conventional,129468,1054,1826,1727,1.737
7,49626,40,9.649,999707.231384796,69,s3_eth1,s3_eth100,conventional,132428,1023,960,4885,1.727
7,49658,41,0.215,874922.473060073,143,s3_eth1,s3_eth100,conventional,135491,1548,1063,3791,1.721
7,49690,42,39.101,344266.597408636,132,s3_eth1,s3_eth100,conventional,139000,1515,1508,2390,1.714
7,49722,43,40.102,288374.091470548,144,s3_eth1,s3_eth100,conventional,143149,1693,2149,2030,1.708
7,49746,44,0.306,449444.136128466,123,s3_eth1,s3_eth100,conventional,146789,1759,1640,2598,1.699
7,49778,45,1.183,1077551.57429002,91,s3_eth1,s3_eth100,conventional,149926,1289,1136,4249,1.701
7,49810,46,0.03,1189696.1655295,90,s3_eth1,s3_eth100,conventional,152650,1360,723,4665,1.721
7,49842,47,25.597,553825.226892237,128,s3_eth1,s3_eth100,conventional,156331,2010,1681,3702,1.716
7,49874,48,15.225,767639.744205929,120,s3_eth1,s3_eth100,conventional,159952,2049,1621,4540,1.713
7,49906,49,15.403,776751.723723985,119,s3_eth1,s3_eth100,conventional,163745,2432,1793,4745,1.708
7,49938,50,20.985,694517.01070625,219,s3_eth1,s3_eth100,conventional,167305,2361,1559,4546,1.705
7,49970,51,25.744,192075.430914381,159,s3_eth1,s3_eth100,conventional,172297,1818,2992,1421,1.703
7,49998,52,21.011,279007.176269515,77,s3_eth1,s3_eth100,conventional,175072,872,774,1847,1.712
7,50020,53,28.125,189444.176357977,345,s3_eth1,s3_eth100,conventional,182771,3973,5699,1464,1.71
7,50066,54,42.194,174505.103965157,328,s3_eth1,s3_eth100,conventional,190212,3787,5440,1347,1.708
7,50092,55,0.557,241912.748949697,327,s3_eth1,s3_eth100,conventional,197357,4172,5144,1758,1.705
7,50130,56,0.253,525265.995013596,279,s3_eth1,s3_eth100,conventional,201872,4322,2515,3689,1.704
7,50154,57,0.879,852368.205789153,207,s3_eth1,s3_eth100,conventional,205592,4936,1719,6071,1.702
7,50174,58,0.448,978180.586468978,432,s3_eth1,s3_eth100,conventional,209082,4781,1490,6328,1.701
7,50190,59,0.367,844466.494776779,423,s3_eth1,s3_eth100,conventional,212743,4788,1660,6150,1.7
7,50198,60,6.313,1139075.48912587,105,s3_eth1,s3_eth100,conventional,214323,2169,0,7990,1.7
8,47180,1,0.167,6173228.34645669,2,s3_eth1,s3_eth100,conventional,326,8,0,52,1.871
8,47208,2,26.917,134616.637246536,30,s3_eth1,s3_eth100,conventional,2149,329,0,793,1.871
8,47238,3,41.099,147954.645527826,43,s3_eth1,s3_eth100,conventional,4065,468,0,961,1.871
8,47250,4,16.241,159551.971537293,39,s3_eth1,s3_eth100,conventional,5635,432,0,1110,1.871
8,47288,5,6.741,178085.939215044,38,s3_eth1,s3_eth100,conventional,7356,420,0,1113,1.874
8,47306,6,0.54,953370.911243771,60,s3_eth1,s3_eth100,conventional,8926,593,0,4106,2.033
8,47330,7,18.681,863701.780624771,56,s3_eth1,s3_eth100,conventional,10335,978,0,4427,2.217
8,47354,8,7.362,1041537.01513359,76,s3_eth1,s3_eth100,conventional,12157,1372,0,5065,2.381
8,47386,9,28.602,238410.821623262,183,s3_eth1,s3_eth100,conventional,15831,2098,0,1783,2.722
8,47432,10,27.957,249528.483392228,133,s3_eth1,s3_eth100,conventional,18859,1526,0,1750,2.646
8,47464,11,11.794,204986.211122236,138,s3_eth1,s3_eth100,conventional,22383,1586,230,1547,2.566
8,47504,12,6.318,626672.700782977,111,s3_eth1,s3_eth100,conventional,24729,1489,345,3732,2.456
8,47536,13,16.17,639416.338414112,126,s3_eth1,s3_eth100,conventional,27346,1865,617,2807,2.389
8,47574,14,33.245,282498.893911408,128,s3_eth1,s3_eth100,conventional,30247,1460,901,2013,2.455
8,47608,15,21.085,505298.308758269,94,s3_eth1,s3_eth100,conventional,32602,1235,354,3073,2.245
8,47638,16,24.263,210491.254962709,194,s3_eth1,s3_eth100,conventional,36901,2232,2299,1592,2.307
8,47676,17,24.189,370184.908471277,166,s3_eth1,s3_eth100,conventional,39531,1983,629,2621,2.24
8,47710,18,26.595,228646.156749249,182,s3_eth1,s3_eth100,conventional,43702,2083,2171,1678,2.154
8,47742,19,0.718,296198.665299092,200,s3_eth1,s3_eth100,conventional,47434,2203,1732,2140,1.925
8,47774,20,19.59,214244.803333628,183,s3_eth1,s3_eth100,conventional,50831,2101,1396,1633,1.848
8,47802,21,17.716,196675.643446855,192,s3_eth1,s3_eth100,conventional,55616,2205,2784,1453,1.797
8,47838,22,0.364,473446.520959292,241,s3_eth1,s3_eth100,conventional,58691,2778,1074,3375,1.757
8,47870,23,25.711,212506.735371391,203,s3_eth1,s3_eth100,conventional,62854,2338,2163,1590,1.708
8,47902,24,13.002,893755.906852242,214,s3_eth1,s3_eth100,conventional,65429,2406,575,5248,1.65
8,47930,25,20.509,232164.644701985,267,s3_eth1,s3_eth100,conventional,70344,3070,2914,1750,1.655
8,47966,26,28.662,386450.974157742,240,s3_eth1,s3_eth100,conventional,73863,2989,1519,2869,1.651
8,48002,27,31.142,214032.466897364,255,s3_eth1,s3_eth100,conventional,79178,2940,3314,1615,1.76
8,48042,28,21.824,495323.505103191,142,s3_eth1,s3_eth100,conventional,81618,2135,440,3429,1.658
8,48074,29,42.381,267360.927777116,220,s3_eth1,s3_eth100,conventional,85934,2611,2315,1958,1.751
8,48114,30,24.78,221833.416738516,205,s3_eth1,s3_eth100,conventional,91001,2353,3067,1633,1.766
8,48160,31,28.221,177744.717546117,118,s3_eth1,s3_eth100,conventional,95410,1346,2408,1261,1.712
8,48190,32,16.117,179661.060381406,142,s3_eth1,s3_eth100,conventional,99582,1625,2172,1272,1.699
8,48230,33,29.972,211972.170254992,164,s3_eth1,s3_eth100,conventional,103616,1884,2033,1503,1.687
8,48272,34,46.502,261768.310932359,88,s3_eth1,s3_eth100,conventional,106956,989,1339,1688,1.652
8,48304,35,49.129,273740.230410502,137,s3_eth1,s3_eth100,conventional,110981,1603,2024,1899,1.611
8,48338,36,45.544,275913.8233943,83,s3_eth1,s3_eth100,conventional,114357,943,1376,1707,1.502
8,48370,37,51.055,282973.410224408,99,s3_eth1,s3_eth100,conventional,118044,1131,1687,1735,1.478
8,48402,38,21.999,220068.283676234,54,s3_eth1,s3_eth100,conventional,121662,602,1618,1022,1.47
8,48426,39,5.181,272632.997140879,56,s3_eth1,s3_eth100,conventional,125106,635,1443,1414,1.43
8,48454,40,23.871,1027055.17832421,35,s3_eth1,s3_eth100,conventional,127833,622,727,2796,1.395
8,48486,41,10.98,1147988.66119923,119,s3_eth1,s3_eth100,conventional,130524,1220,691,4666,1.402
8,48518,42,19.46,568938.521178281,103,s3_eth1,s3_eth100,conventional,134047,1282,1522,3306,1.398
8,48544,43,1.233,294029.877965996,162,s3_eth1,s3_eth100,conventional,138421,1693,2374,1872,1.395
8,48584,44,14.863,233998.025373369,155,s3_eth1,s3_eth100,conventional,143082,1759,2661,1731,1.395
8,48634,45,28.063,225825.801236429,84,s3_eth1,s3_eth100,conventional,147163,947,2080,1261,1.391
8,48662,46,16.639,202001.213298333,88,s3_eth1,s3_eth100,conventional,151323,996,2160,1383,1.389
8,48696,47,0.882,464008.437490162,107,s3_eth1,s3_eth100,conventional,154934,1130,1611,2447,1.383
8,48730,48,2.828,928281.191092264,82,s3_eth1,s3_eth100,conventional,157826,1151,891,4296,1.381
8,48758,49,0.678,852154.989136695,171,s3_eth1,s3_eth100,conventional,161140,1852,1313,5061,1.38
8,48794,50,7.04,846849.062862212,104,s3_eth1,s3_eth100,conventional,164741,1769,1601,4795,1.409
8,48818,51,21.359,858455.435466684,97,s3_eth1,s3_eth100,conventional,167993,1435,1252,4470,1.441
8,48850,52,31.73,181260.29025148,77,s3_eth1,s3_eth100,conventional,171646,872,1652,1283,1.456
8,48866,53,17.566,393285.63082725,345,s3_eth1,s3_eth100,conventional,176275,3973,2628,2903,1.453
8,48906,54,46.251,203179.752627268,329,s3_eth1,s3_eth100,conventional,182960,3787,4685,1546,1.465
8,48934,55,31.575,173557.833868717,362,s3_eth1,s3_eth100,conventional,190578,4172,5617,1351,1.483
8,48974,56,23.651,230494.771241475,441,s3_eth1,s3_eth100,conventional,198890,5087,6312,1781,1.55
8,49022,57,21.851,383141.569183998,259,s3_eth1,s3_eth100,conventional,203554,3158,2664,2891,1.568
8,49042,58,13.337,539174.245626474,291,s3_eth1,s3_eth100,conventional,207452,3795,1898,3997,1.589
8,49062,59,14.47,967826.75665453,126,s3_eth1,s3_eth100,conventional,210152,2547,699,6146,1.596
8,49070,60,11.756,678265.203219673,107,s3_eth1,s3_eth100,conventional,212607,1621,455,4727,1.601
1,52344,1,0.305,4741935.48387097,2,s3_eth1,s4_eth100,conventional,350,8,0,48,1.871
1,52382,2,52.775,171368.928174597,30,s3_eth1,s4_eth100,conventional,2255,329,0,758,1.871
1,52406,3,48.041,148755.665435799,43,s3_eth1,s4_eth100,conventional,4125,468,0,962,1.871
1,52432,4,47.981,194812.246923525,39,s3_eth1,s4_eth100,conventional,5853,432,0,1097,1.871
1,52460,5,26.638,152134.148100703,38,s3_eth1,s4_eth100,conventional,7606,420,0,934,1.874
1,52480,6,10.138,200510.398939795,54,s3_eth1,s4_eth100,conventional,9919,593,0,1219,2.033
1,52506,7,0.7,441139.802286109,49,s3_eth1,s4_eth100,conventional,11392,507,0,1828,2.064
1,52538,8,4.504,325722.986577547,54,s3_eth1,s4_eth100,conventional,13615,596,0,1840,2.093
1,52560,9,22.883,198724.725783005,85,s3_eth1,s4_eth100,conventional,15962,961,0,1464,2.237
1,52600,10,33.375,204891.670837455,79,s3_eth1,s4_eth100,conventional,18519,894,0,1387,2.288
1,52626,11,5.501,266252.2106679,82,s3_eth1,s4_eth100,conventional,21234,927,0,1917,2.345
1,52652,12,28.156,280203.496184447,79,s3_eth1,s4_eth100,conventional,22855,895,0,1912,2.377
1,52676,13,11.994,481168.683501309,67,s3_eth1,s4_eth100,conventional,25129,794,0,2648,2.392
1,52708,14,8.72,501812.154343911,57,s3_eth1,s4_eth100,conventional,27164,628,0,2265,2.413
1,52736,15,26.416,230506.824065568,108,s3_eth1,s4_eth100,conventional,30121,1235,0,1655,2.49
1,52768,16,21.89,454335.682387712,80,s3_eth1,s4_eth100,conventional,32098,1033,0,2817,2.503
1,52798,17,27.545,196402.0822922,173,s3_eth1,s4_eth100,conventional,36438,1983,2175,1478,2.359
1,52828,18,22.184,281675.094905538,182,s3_eth1,s4_eth100,conventional,39504,2083,1065,2056,2.287
1,52874,19,20.737,227381.891648318,193,s3_eth1,s4_eth100,conventional,43890,2203,2386,1681,2.191
1,52914,20,17.157,244139.9871695,183,s3_eth1,s4_eth100,conventional,47910,2101,2019,1778,2.093
1,52944,21,24.796,222871.828857298,193,s3_eth1,s4_eth100,conventional,51432,2205,1522,1664,2.017
1,52982,22,36.043,211505.400862713,242,s3_eth1,s4_eth100,conventional,56785,2778,3353,1606,1.929
1,53024,23,39.422,187730.759421655,135,s3_eth1,s4_eth100,conventional,60706,1530,1920,1345,1.854
1,53050,24,34.811,205883.952571949,131,s3_eth1,s4_eth100,conventional,63675,1498,969,1512,1.79
1,53080,25,13.198,433046.065852528,118,s3_eth1,s4_eth100,conventional,66470,1343,794,2764,1.754
1,53104,26,32.92,209131.395107829,196,s3_eth1,s4_eth100,conventional,70799,2255,2328,1561,1.716
1,53138,27,28.356,385095.265517522,190,s3_eth1,s4_eth100,conventional,73778,2179,979,2680,1.684
1,53170,28,30.7,203831.614772662,187,s3_eth1,s4_eth100,conventional,78437,2135,2659,1517,1.646
1,53200,29,31.493,252850.458120766,166,s3_eth1,s4_eth100,conventional,81455,1895,1018,1846,1.621
1,53238,30,39.202,215739.702341986,156,s3_eth1,s4_eth100,conventional,85580,1777,2124,1552,1.593
1,53264,31,0.221,903382.328636946,80,s3_eth1,s4_eth100,conventional,88095,1346,514,4260,1.573
1,53296,32,32.827,246208.309569046,143,s3_eth1,s4_eth100,conventional,91349,1625,1253,1752,1.553
1,53324,33,21.539,209296.24181439,164,s3_eth1,s4_eth100,conventional,95798,1884,2449,1512,1.532
1,53368,34,33.363,152619.88633666,88,s3_eth1,s4_eth100,conventional,99467,989,1668,1100,1.513
1,53398,35,34.108,192230.773137541,141,s3_eth1,s4_eth100,conventional,103565,1603,2098,1313,1.497
1,53432,36,38.179,154920.183777045,48,s3_eth1,s4_eth100,conventional,106782,524,1217,1000,1.479
1,53460,37,24.148,140491.071038347,58,s3_eth1,s4_eth100,conventional,110472,642,1689,916,1.465
1,53486,38,13.366,151128.248785618,55,s3_eth1,s4_eth100,conventional,114029,602,1556,1044,1.453
1,53530,39,28.215,175356.218330636,57,s3_eth1,s4_eth100,conventional,117861,635,1832,948,1.435
1,53562,40,17.381,226874.774281487,56,s3_eth1,s4_eth100,conventional,121715,622,1854,994,1.426
1,53594,41,19.155,237768.800698058,69,s3_eth1,s4_eth100,conventional,125397,716,1681,1267,1.392
1,53624,42,10.117,937925.357852683,61,s3_eth1,s4_eth100,conventional,128394,688,996,2899,1.386
1,53656,43,19.922,1072868.0065182,39,s3_eth1,s4_eth100,conventional,131033,789,638,3766,1.38
1,53688,44,18.55,529077.316852389,91,s3_eth1,s4_eth100,conventional,134420,1355,1387,3366,1.375
1,53718,45,15.753,218452.418780676,84,s3_eth1,s4_eth100,conventional,138324,947,1904,1431,1.37
1,53744,46,5.171,270591.308740365,90,s3_eth1,s4_eth100,conventional,142027,996,1703,1759,1.366
1,53778,47,0.901,434594.017598075,108,s3_eth1,s4_eth100,conventional,145263,1130,1235,2273,1.362
1,53816,48,14.04,667974.419974309,74,s3_eth1,s4_eth100,conventional,148037,1151,773,3478,1.359
1,53848,49,40.29,272668.801286042,117,s3_eth1,s4_eth100,conventional,152037,1323,2000,1881,1.355
1,53878,50,32.25,258538.901773208,111,s3_eth1,s4_eth100,conventional,156193,1255,2155,1774,1.352
1,53912,51,24.384,364867.742658597,69,s3_eth1,s4_eth100,conventional,159691,780,1498,2195,1.349
1,53944,52,26.78,395938.090098197,69,s3_eth1,s4_eth100,conventional,163338,613,1646,1513,1.347
1,53976,53,15.587,647659.754350532,157,s3_eth1,s4_eth100,conventional,167126,2536,1788,4230,1.345
1,54008,54,21.363,234271.657097908,329,s3_eth1,s4_eth100,conventional,173877,3787,4750,1808,1.372
1,54050,55,12.764,188144.574415295,299,s3_eth1,s4_eth100,conventional,181004,3441,5127,1413,1.377
1,54084,56,31.024,205151.181210566,376,s3_eth1,s4_eth100,conventional,188595,4322,5591,1578,1.375
1,54124,57,24.632,445454.473683914,274,s3_eth1,s4_eth100,conventional,192142,3158,1546,3231,1.374
1,54158,58,39.671,172775.447056233,213,s3_eth1,s4_eth100,conventional,198209,2447,4066,1319,1.372
1,54180,59,13.549,285285.940499126,167,s3_eth1,s4_eth100,conventional,202582,1908,2373,2102,1.37
1,54200,60,24.042,282196.979153664,80,s3_eth1,s4_eth100,conventional,205720,903,1137,1905,1.365
2,54328,1,0.345,5157894.73684211,2,s3_eth1,s4_eth100,conventional,405,8,0,42,1.871
2,54352,2,30.684,134503.180878931,31,s3_eth1,s4_eth100,conventional,2311,329,0,685,1.871
2,54400,3,51.352,175602.867890172,43,s3_eth1,s4_eth100,conventional,4231,468,0,1014,1.871
2,54418,4,37.565,158222.237799206,39,s3_eth1,s4_eth100,conventional,5913,432,0,1058,1.871
